# language: ko
# type: positive
# Source: Korean sentiment lexicons (KNU), common usage
# See docs/KO_DATA_SOURCES.md for provenance
# Includes stem forms and common honorific variants
좋다	1.0
좋	1.0
좋아	1.0
좋은	1.0
좋았어	1.0
훌륭하다	1.0
훌륭해	1.0
훌륭한	1.0
최고	1.0
최고다	1.0
최고야	1.0
완벽하다	1.0
완벽해	1.0
완벽한	1.0
멋지다	1.0
멋져	1.0
멋진	1.0
예쁘다	1.0
예뻐	1.0
예쁜	1.0
아름답다	1.0
아름다워	1.0
대박	1.0
대박이다	1.0
짱	1.0
짱이다	1.0
좋아요	1.0
좋아합니다	1.0
감사합니다	1.0
감사해요	1.0
감사	1.0
고맙습니다	1.0
고마워요	1.0
고맙	1.0
잘했다	1.0
잘했어	1.0
잘했어요	1.0
성공	1.0
성공했다	1.0
행복하다	1.0
행복해	1.0
행복한	1.0
기쁘다	1.0
기뻐	1.0
기쁜	1.0
즐겁다	1.0
즐거워	1.0
즐거운	1.0
