# language: ko
# type: frustration
# Source: Korean sentiment lexicons (KNU), common usage
# See docs/KO_DATA_SOURCES.md for provenance
# Includes stem forms and common variants
나쁘다	-0.7
나빠	-0.7
나쁜	-0.7
나빠서	-0.7
안좋다	-0.7
별로	-0.7
별로야	-0.7
최악	-0.7
최악이다	-0.7
힘들다	-0.7
힘들어	-0.7
힘든	-0.7
어렵다	-0.7
어려워	-0.7
어려운	-0.7
복잡하다	-0.7
복잡해	-0.7
복잡한	-0.7
귀찮다	-0.7
귀찮아	-0.7
귀찮은	-0.7
짜증나다	-0.7
짜증나	-0.7
짜증	-0.7
짜증스럽다	-0.7
화나다	-0.7
화나	-0.7
화가	-0.7
답답하다	-0.7
답답해	-0.7
답답한	-0.7
무섭다	-0.7
무서워	-0.7
무서운	-0.7
지루하다	-0.7
지루해	-0.7
지루한	-0.7
슬프다	-0.7
슬퍼	-0.7
슬픈	-0.7
우울하다	-0.7
우울해	-0.7
우울한	-0.7
안타깝다	-0.7
안타까워	-0.7
실망	-0.7
실망하다	-0.7
