# language: de
# type: frustration
# Source: SentiWS 2.0 (see docs/DE_DATA_SOURCES.md)
frustrierend	-0.7
furchtbar	-0.7
katastrophal	-0.7
entsetzlich	-0.7
grauenhaft	-0.7
miserabel	-0.7
unertraglich	-0.7
enttauschend	-0.7
argerlich	-0.7
lacherlich	-0.7
absurd	-0.7
beschamend	-0.7
erbarmlich	-0.7
jammerlich	-0.7
grasslich	-0.7
widerwartig	-0.7
abscheulich	-0.7
scheusslich	-0.7
unannehmbar	-0.7
peinlich	-0.7
schrecklich	-0.7
furchterlich	-0.7
bestialisch	-0.7
abartig	-0.7
widerlich	-0.7
ekelhaft	-0.7
unmoglich	-0.7
deprimierend	-0.7
niederschmetternd	-0.7
